RK,Player,Nation,pos,Squad,Age,Born,90s,cmp,Att,Cmp%,TotDis,PrgDist,cmp2,Att2,Cmp2%,cmp3,Att3,Cmp3%,cmp4,Att4,Cmp4%,Ast,xAG,xA,A-xAG,Kp,1/3,PPA,CrsPA,Prgp
1,Rodrigo Abajas, ESP,DF,Valencia,21-199,2003,0.7,17,29,58.6,268,110,11,14,78.6,4,7,57.1,2,7,28.6,0,0.0,0.0,0.0,0,0,0,0,2
2,Abel, ESP,DF,Osasuna,24-098,2000,9.2,273,395,69.1,4686,2165,141,159,88.7,100,142,70.4,25,68,36.8,0,0.3,0.5,-0.3,5,26,5,4,35
3,Nabil Aberdin, FRA,MF,Getafe,22-096,2002,2.9,36,61,59.0,680,267,12,20,60.0,12,19,63.2,8,13,61.5,0,0.0,0.1,0.0,1,7,2,0,6
4,Abdel Abqar, MAR,DF,Alavés,25-262,1999,11.5,260,363,71.6,5866,2313,77,88,87.5,134,154,87.0,47,107,43.9,1,0.1,0.2,+0.9,4,26,4,0,37
5,Julen Agirrezabala, ESP,GK,Athletic Club,23-337,2000,10.4,208,303,68.6,5582,4261,34,34,100.0,124,124,100.0,50,141,35.5,0,0.0,0.0,0.0,0,1,0,0,0
6,Lucien Agoume, FRA,MF,Sevilla,22-292,2002,7.6,327,411,79.6,5030,1384,178,201,88.6,111,137,81.0,26,42,61.9,0,0.2,0.2,-0.2,6,28,2,0,31
7,Álvaro Aguado, ESP,MF,Espanyol,28-210,1996,3.5,125,164,76.2,2375,730,40,55,72.7,69,79,87.3,14,22,63.6,0,0.0,0.2,0.0,2,19,7,3,24
8,Nayef Aguerd, MAR,DF,Real Sociedad,28-242,1996,9.7,622,695,89.5,11823,4087,244,255,95.7,307,325,94.5,65,99,65.7,0,0.1,0.1,-0.1,3,42,1,0,29
9,Joseph Aidoo, GHA,DF,Celta Vigo,29-059,1995,7,6,7,85.7,126,81,1,1,100.0,5,5,100.0,,,,0,0.0,0.0,0.0,0,0,0,0,1
10,Ilias Akhomach, MAR,"MF,FW",Villarreal,20-225,2004,6.5,136,185,73.5,2161,534,76,88,86.4,46,63,73.0,8,14,57.1,0,1.0,1.7,-1.0,9,5,8,2,12
11,Raúl Albiol, ESP,DF,Villarreal,39-084,1985,9.2,455,517,88.0,9210,3682,139,149,93.3,259,280,92.5,54,81,66.7,0,0.0,0.1,0.0,0,16,0,0,18
12,Omar Alderete, PAR,DF,Getafe,27-337,1996,13.0,345,511,67.5,8204,3944,87,110,79.1,175,223,78.5,80,155,51.6,0,0.8,0.6,-0.8,6,68,7,0,57
13,Carles Aleñá, ESP,"MF,FW",Getafe,26-327,1998,3.5,65,82,79.3,1050,220,33,37,89.2,22,28,78.6,6,10,60.0,0,0.0,0.1,0.0,1,8,1,0,8
14,Alfon, ESP,"FW,MF",Celta Vigo,25-207,1999,2.7,49,68,72.1,650,137,32,35,91.4,14,20,70.0,1,4,25.0,0,0.8,0.5,-0.8,7,1,2,1,7
15,Tadeo Allende, ARG,FW,Celta Vigo,25-281,1999,3,1,3,33.3,7,1,1,2,50.0,,,,,,,0,0.0,0.0,0.0,0,0,0,0,0
16,Domingos André Ribeiro Almeida, POR,"FW,MF",Valencia,24-181,2000,5.1,190,231,82.3,3287,806,90,96,93.8,73,83,88.0,20,32,62.5,0,0.3,1.2,-0.3,8,27,7,2,34
17,Iker Almena, ESP,"FW,DF",Girona,20-207,2004,0.5,23,32,71.9,328,34,13,14,92.9,10,14,71.4,1,1,0.0,1,0.7,0.4,+0.3,2,0,0,0,2
18,Marcos Alonso, ESP,"DF,MF",Celta Vigo,33-335,1990,9.1,575,659,87.3,9887,3803,247,265,93.2,280,298,94.0,36,70,51.4,0,0.2,0.3,-0.2,4,53,6,1,49
19,Adrià Altimira, ESP,"DF,FW",Leganés,23-244,2001,6.6,168,209,80.4,2859,760,87,96,90.6,64,79,81.0,16,28,57.1,0,0.0,0.2,0.0,1,18,2,0,17
20,Sergi Altimira, ESP,MF,Betis,23-094,2001,8.2,428,479,89.4,7081,1628,214,232,92.2,166,177,93.8,37,46,80.4,1,0.9,0.7,+0.1,7,33,7,0,43
21,Hugo Álvarez, ESP,"MF,DF",Celta Vigo,21-148,2003,11.1,503,631,79.7,7713,1999,274,309,88.7,198,236,83.9,21,40,52.5,1,0.6,1.1,+0.4,10,16,10,2,33
22,Julián Álvarez, ARG,"FW,MF",Atlético Madrid,24-301,2000,8.8,212,274,77.4,2861,615,130,151,86.1,60,73,82.2,9,17,52.9,1,0.8,0.6,+0.2,10,8,8,1,19
23,Yeray Álvarez, ESP,DF,Athletic Club,29-308,1995,7.0,330,395,83.5,6686,2113,89,103,86.4,214,234,91.5,27,53,50.9,0,0.0,0.1,0.0,2,24,2,1,47
24,Selim Amallah, MAR,"MF,FW",Valladolid,28-012,1996,7.4,136,181,75.1,2328,772,76,81,93.8,40,51,78.4,17,34,50.0,1,0.2,0.4,+0.8,5,18,3,0,26
25,Amath, SEN,"FW,DF",Valladolid,28-134,1996,3.3,50,68,73.5,789,235,28,32,87.5,14,17,82.4,5,10,50.0,1,0.2,0.1,+0.8,4,4,3,1,10
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Marcos André, BRA,FW,Valladolid,28-038,1996,3.3,34,49,69.4,638,112,19,22,86.4,8,15,53.3,6,6,100.0,0,0.0,0.1,0.0,0,3,0,0,4
27,Antoniu, ESP,"MF,DF",Espanyol,22-083,2002,0.7,6,16,37.5,70,15,4,7,57.1,2,4,50.0,,2,0.0,0,0.1,0.0,-0.1,1,1,0,0,0
28,Anuar, MAR,"MF,FW",Valladolid,29-317,1995,4.2,46,74,62.2,673,123,20,30,66.7,18,27,66.7,3,7,42.9,0,0.2,0.2,-0.2,2,1,0,0,2
29,Aritz Arambarri, ESP,DF,Leganés,26-301,1998,2.0,49,67,73.1,1025,258,11,13,84.6,34,41,82.9,4,12,33.3,0,0.0,0.0,0.0,0,1,0,0,2
30,Mauro Arambarri, URU,MF,Getafe,29-058,1995,10.2,197,290,67.9,3558,843,83,117,70.9,83,110,75.5,23,42,54.8,0,0.1,0.1,-0.1,4,24,1,0,26
31,Jon Aramburu, VEN,DF,Real Sociedad,22-127,2002,9.3,427,549,77.8,6541,2447,214,236,90.7,174,228,76.3,22,46,47.8,0,0.8,1.0,-0.8,10,31,6,5,36
32,Adu Ares, ESP,FW,Athletic Club,23-046,2001,0.2,5,9,55.6,64,15,3,5,60.0,2,3,66.7,,,,0,0.0,0.0,0.0,0,0,1,0,3
33,Jesús Areso, ESP,DF,Osasuna,25-148,1999,12.8,384,558,68.8,6380,3092,185,210,88.1,158,221,71.5,32,79,40.5,0,0.7,0.9,-0.7,9,39,21,14,39
34,David Argüelles, ESP,MF,Getafe,22-331,2002,0.1,3,5,60.0,25,2,3,4,75.0,,,,,1,0.0,0,0.0,0.0,0.0,0,0,0,0,0
35,José Arnaiz, ESP,FW,Osasuna,29-226,1995,0.3,8,14,57.1,113,51,4,4,100.0,2,4,50.0,1,3,33.3,0,0.1,0.1,-0.1,1,0,2,1,2
36,Takuma Asano, JPN,FW,Mallorca,30-017,1994,3.5,44,73,60.3,634,167,28,34,82.4,14,21,66.7,1,7,14.3,0,0.0,0.0,0.0,0,2,0,0,9
37,Raúl Asencio, ESP,DF,Real Madrid,21-288,2003,1.7,87,98,88.8,1440,639,43,45,95.6,39,46,84.8,4,6,66.7,1,0.4,0.3,+0.6,2,4,1,0,3
38,Iago Aspas, ESP,"FW,MF",Celta Vigo,37-118,1987,10.9,318,432,73.6,5428,1716,153,194,78.9,108,134,80.6,41,57,71.9,3,2.1,2.1,+0.9,17,41,20,3,68
39,Yaser Asprilla, COL,"FW,MF",Girona,21-008,2003,4.4,175,236,74.2,3142,972,82,92,89.1,69,83,83.1,23,45,51.1,0,0.6,1.8,-0.6,7,15,16,2,34
40,Ezequiel Ávila, ARG,FW,Betis,30-295,1994,4.6,112,157,71.3,1837,461,64,80,80.0,34,45,75.6,11,18,61.1,0,0.8,0.7,-0.8,13,0,9,5,17
41,César Azpilicueta, ESP,DF,Atlético Madrid,35-091,1989,5.3,339,388,87.4,5504,2286,156,165,94.5,155,171,90.6,19,41,46.3,0,0.0,0.3,0.0,0,28,3,1,39
42,Papa Ba, ESP,MF,Girona,20-076,2004,0.5,5,13,38.5,79,7,3,8,37.5,1,2,50.0,1,2,50.0,0,0.0,0.0,0.0,0,1,0,0,0
43,Loïc Bade, FRA,DF,Sevilla,24-230,2000,9.2,495,585,84.6,9490,3811,188,200,94.0,256,280,91.4,46,92,50.0,1,0.6,0.1,+0.4,2,24,0,0,10
44,Alex Baena, ESP,"MF,FW",Villarreal,23-130,2001,10.2,313,468,66.9,6351,2435,117,151,77.5,135,186,72.6,54,103,52.4,5,3.9,4.7,+1.1,42,38,26,4,65
45,Eric Bailly, CIV,DF,Villarreal,30-229,1994,5.9,236,265,89.1,4208,1650,92,96,95.8,121,131,92.4,21,35,60.0,0,0.0,0.0,0.0,0,16,0,0,13
46,Cédric Bakambu, COD,FW,Betis,33-230,1991,2.8,27,47,57.4,308,46,21,31,67.7,5,13,38.5,1,,,1,0.2,0.3,+0.8,3,4,1,0,3
47,Alejandro Balde, ESP,DF,Barcelona,21-040,2003,10.1,456,528,86.4,6951,1530,240,267,89.9,190,209,90.9,17,28,60.7,2,1.0,0.7,+1.0,8,17,12,4,26
48,Iván Balliu, ALB,DF,Rayo Vallecano,32-331,1992,6.6,208,280,74.3,3597,1518,89,102,87.3,105,130,80.8,13,37,35.1,0,0.2,0.1,-0.2,3,20,2,0,22
49,Jonathan Bamba, CIV,"FW,MF",Celta Vigo,28-246,1996,7.0,227,287,79.1,3179,772,134,157,85.4,64,77,83.1,13,21,61.9,0,1.3,1.4,-1.3,10,16,10,4,26
50,Valentín Barco, ARG,"DF,FW",Sevilla,20-127,2004,3.2,139,191,72.8,2140,895,77,88,87.5,38,53,71.7,13,30,43.3,0,0.6,0.3,-0.6,6,12,3,0,13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Enzo Barrenechea, ARG,MF,Valencia,23-189,2001,4.6,174,215,80.9,3164,885,68,82,82.9,88,98,89.8,15,25,60.0,0,0.1,0.1,-0.1,2,27,0,0,16
52,Ander Barrenetxea, ESP,MF,Real Sociedad,22-336,2001,5.5,148,209,70.8,2620,513,79,96,82.3,46,66,69.7,21,26,80.8,1,0.9,1.1,+0.1,9,8,12,2,19
53,Pablo Barrios, ESP,MF,Atlético Madrid,21-165,2003,8.0,380,448,84.8,6085,1660,206,224,92.0,137,156,87.8,27,42,64.3,1,1.0,0.8,0.0,11,41,9,2,52
54,Thierno Barry, FRA,FW,Villarreal,22-037,2002,8.9,67,122,54.9,905,111,32,54,59.3,24,44,54.5,3,8,37.5,2,1.0,0.4,+1.0,8,3,3,0,8
55,Marc Bartra, ESP,DF,Betis,33-317,1991,6.3,276,345,80.0,5837,2108,83,86,96.5,145,166,87.3,46,85,54.1,0,0.0,0.1,0.0,0,18,3,0,20
56,Aboubacar Bassinga, CIV,MF,Las Palmas,19-137,2005,4,2,4,50.0,53,,1,1,100.0,1,,,,3,33.3,0,0.0,0.0,0.0,0,0,0,0,0
57,Augusto Batalla, ARG,GK,Rayo Vallecano,28-211,1996,9.0,194,305,63.6,6036,4441,26,27,96.3,98,100,98.0,70,175,40.0,0,0.0,0.0,0.0,0,12,0,0,2
58,Rafael Bauza, ESP,MF,Espanyol,19-302,2005,1.4,35,42,83.3,641,141,16,17,94.1,14,17,82.4,4,6,66.7,0,0.0,0.0,0.0,0,2,1,0,6
59,Sheraldo Becker, SUR,"MF,FW",Real Sociedad,29-292,1995,7.0,114,187,61.0,1941,472,62,85,72.9,42,65,64.6,9,22,40.9,0,0.9,0.8,-0.9,6,3,11,4,14
60,Donny van de Beek, NED,MF,Girona,27-223,1997,6.4,167,205,81.5,2514,519,94,106,88.7,57,67,85.1,9,13,69.2,2,2.7,2.5,-0.7,7,10,2,0,15
61,Héctor Bellerín, ESP,DF,Betis,29-253,1995,5.8,248,304,81.6,3882,1457,125,138,90.6,110,136,80.9,10,21,47.6,1,2.0,2.1,-1.0,7,14,4,2,24
62,Jude Bellingham, ENG,MF,Real Madrid,21-151,2003,8.7,453,510,88.8,6804,1644,275,298,92.3,140,153,91.5,28,37,75.7,2,1.0,0.8,+1.0,10,48,9,0,58
63,Fran Beltrán, ESP,MF,Celta Vigo,25-298,1999,9.2,440,494,89.1,7591,2322,187,204,91.7,210,228,92.1,37,47,78.7,0,0.8,0.6,-0.8,3,40,3,1,46
64,Carlos Benavídez, URU,MF,Alavés,26-242,1998,2.6,75,101,74.3,1398,511,35,40,87.5,29,34,85.3,10,21,47.6,1,0.6,0.3,+0.4,2,12,1,0,10
65,Iker Benito, ESP,"FW,MF",Osasuna,22-109,2002,0.4,9,13,69.2,128,7,4,6,66.7,3,4,75.0,1,2,50.0,0,0.0,0.0,0.0,1,0,0,0,0
66,Yuri Berchiche, ESP,DF,Athletic Club,34-291,1990,9.1,454,540,84.1,8094,2771,211,240,87.9,199,228,87.3,42,59,71.2,0,0.5,0.9,-0.5,6,48,5,2,66
67,Álex Berenguer, ESP,"FW,MF",Athletic Club,29-146,1995,8.0,196,292,67.1,3249,669,104,119,87.4,66,93,71.0,21,54,38.9,4,2.4,1.7,+1.6,12,13,9,3,22
68,Marc Bernal, ESP,MF,Barcelona,17-185,2007,2.7,148,160,92.5,2634,623,66,71,93.0,72,77,93.5,10,11,90.9,0,0.0,0.1,0.0,1,12,0,0,8
69,Juan Bernat, ESP,"DF,MF",Villarreal,31-271,1993,0.5,25,31,80.6,359,81,15,15,100.0,10,14,71.4,1,,,1,0.3,0.1,+0.7,2,0,0,0,2
70,Juan Berrocal, ESP,DF,Getafe,25-207,1999,5.3,116,157,73.9,2404,983,33,38,86.8,67,85,78.8,13,28,46.4,0,0.0,0.0,0.0,0,5,0,0,6
71,Antonio Blanco, ESP,MF,Alavés,24-127,2000,9.5,286,365,78.4,5389,2081,117,141,83.0,128,145,88.3,35,57,61.4,1,0.5,0.4,+0.5,6,39,8,3,46
72,Daley Blind, NED,DF,Girona,34-263,1990,10.9,871,974,89.4,15814,5601,374,393,95.2,400,434,92.2,91,127,71.7,1,0.6,1.2,+0.4,5,107,9,3,98
73,Adama Boiro, ESP,DF,Athletic Club,22-158,2002,3.7,115,144,79.9,1766,453,65,69,94.2,48,65,73.8,1,5,20.0,0,0.0,0.1,0.0,0,10,2,1,12
74,Enzo Boyomo, CMR,DF,Osasuna,23-051,2001,11.0,321,383,83.8,6095,2592,118,130,90.8,170,189,89.9,29,53,54.7,0,0.0,0.0,0.0,0,13,1,0,31
75,Enzo Boyomo, CMR,DF,Valladolid,23-051,2001,3.0,174,190,91.6,3007,1118,75,77,97.4,87,93,93.5,11,19,57.9,0,0.0,0.0,0.0,0,2,0,0,7
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Darko Brašanac, SRB,MF,Leganés,32-289,1992,8.8,216,277,78.0,3054,699,126,142,88.7,70,95,73.7,9,20,45.0,2,0.2,0.2,+1.8,6,13,2,0,27
77,Ante Budimir, CRO,FW,Osasuna,33-128,1991,11.3,96,165,58.2,1284,242,59,94,62.8,32,50,64.0,1,3,0.0,1,0.7,0.6,+0.3,6,4,4,0,13
78,Pau Cabanes, ESP,MF,Villarreal,19-284,2005,0.2,12,13,92.3,127,16,12,12,100.0,,,,,,,0,0.0,0.0,0.0,0,0,0,0,1
79,Leandro Cabrera, URU,DF,Espanyol,33-163,1991,8.0,272,385,70.6,5832,2917,86,99,86.9,140,172,81.4,43,102,42.2,0,0.2,0.3,-0.2,3,22,1,0,20
80,Fernando Calero, ESP,DF,Espanyol,29-074,1995,2.1,85,101,84.2,1884,784,20,20,100.0,47,54,87.0,17,24,70.8,0,0.0,0.0,0.0,0,1,0,0,1
81,Eduardo Camavinga, FRA,MF,Real Madrid,22-017,2002,4.3,229,262,87.4,3744,937,101,110,91.8,110,118,93.2,12,22,54.5,1,0.1,0.2,+0.9,4,21,3,0,24
82,Sergio Camello, ESP,FW,Rayo Vallecano,23-291,2001,7.8,138,172,80.2,1934,293,81,96,84.4,44,53,83.0,4,6,66.7,0,0.9,0.7,-0.9,12,8,4,0,17
83,José Campaña, ESP,MF,Las Palmas,31-180,1993,5.2,344,385,89.4,5754,2129,168,178,94.4,136,152,89.5,29,42,69.0,1,0.5,0.5,+0.5,6,30,4,1,35
84,Peio Canales, ESP,MF,Athletic Club,19-315,2005,0.2,9,11,81.8,153,1,6,7,85.7,2,3,66.7,1,1,100.0,0,0.0,0.0,0.0,0,1,0,0,0
85,Sergi Canós, ESP,MF,Valencia,27-299,1997,2.0,47,85,55.3,726,213,27,34,79.4,16,27,59.3,2,14,14.3,0,0.1,0.1,-0.1,3,2,1,1,4
86,Cárdenas, ESP,GK,Rayo Vallecano,27-244,1997,4.0,57,103,55.3,2015,1660,4,4,100.0,29,29,100.0,24,69,34.8,0,0.0,0.0,0.0,0,2,0,0,0
87,Irvin Cardona, FRA,"MF,FW",Espanyol,27-111,1997,3.9,56,90,62.2,829,272,32,41,78.0,17,28,60.7,4,15,26.7,1,0.5,0.9,+0.5,7,4,6,2,9
88,Marc Cardona, ESP,FW,Las Palmas,29-142,1995,0.8,21,24,87.5,289,47,12,12,100.0,7,8,87.5,1,1,100.0,0,0.0,0.1,0.0,0,1,0,0,0
89,Sergi Cardona, ESP,DF,Villarreal,25-142,1999,12.7,420,546,76.9,7141,2631,199,226,88.1,187,226,82.7,30,62,48.4,1,1.8,1.5,-0.8,15,24,18,10,29
90,Johnny Cardoso, USA,MF,Betis,23-068,2001,6.3,230,275,83.6,3598,928,122,137,89.1,87,98,88.8,14,23,60.9,1,0.8,0.4,+0.2,4,13,1,0,22
91,Carmona, ESP,DF,Sevilla,22-303,2002,13.7,650,798,81.5,10156,3932,335,383,87.5,270,318,84.9,25,49,51.0,0,0.8,0.4,-0.8,7,42,9,2,48
